strain	strain_name	date	country	segment
OM405586	A/Michigan/10/2021	2021-10-25	USA	4
OM405594	A/Michigan/10/2021	2021-10-25	USA	4
OM405602	A/Michigan/11/2021	2021-10-26	USA	4
OM405610	A/Michigan/11/2021	2021-10-26	USA	4
OM405618	A/Michigan/12/2021	2021-10-27	USA	4
OM405626	A/Michigan/12/2021	2021-10-27	USA	4
OM405634	A/Michigan/13/2021	2021-10-27	USA	4
OM405642	A/Michigan/13/2021	2021-10-27	USA	4
OM405650	A/Michigan/14/2021	2021-10-27	USA	4
OM405658	A/Michigan/14/2021	2021-10-27	USA	4
OM405666	A/Michigan/15/2021	2021-10-28	USA	4
OM405674	A/Michigan/15/2021	2021-10-28	USA	4
OM405682	A/Montana/01/2021	2021-10-19	USA	4
OM405690	A/Montana/01/2021	2021-10-19	USA	4
OM405698	A/Montana/02/2021	2021-11-03	USA	4
OM405706	A/Montana/03/2021	2021-11-12	USA	4
OM405714	A/Montana/04/2021	2021-11-15	USA	4
OM405722	A/New Hampshire/01/2021	2021-11-04	USA	4
OM405730	A/New York/02/2021	2021-07-17	USA	4
OM405738	A/New York/02/2021	2021-07-17	USA	4
OM405746	A/New York/03/2021	2021-09-16	USA	4
OM405754	A/New York/03/2021	2021-09-16	USA	4
OM405762	A/North Carolina/03/2021	2021-10-25	USA	4
OM405770	A/North Carolina/03/2021	2021-10-25	USA	4
OM405778	A/North Carolina/04/2021	2021-10-27	USA	4
OM405786	A/North Carolina/04/2021	2021-10-27	USA	4
OM405794	A/Ohio/04/2021	2021-10-27	USA	4
OM405802	A/Ohio/05/2021	2021-11-04	USA	4
OM405813	A/Pennsylvania/01/2021	2021-03-19	USA	4
OM405821	A/Pennsylvania/01/2021	2021-03-19	USA	4
OM405826	A/Pennsylvania/03/2021	2021-11-03	USA	4
OM405834	A/Pennsylvania/04/2021	2021-11-04	USA	4
OM405842	A/Pennsylvania/05/2021	2021-11-04	USA	4
OM405850	A/Rhode Island/01/2021	2021-11-03	USA	4
OM405858	A/Rhode Island/01/2021	2021-11-03	USA	4
OM405866	A/Rhode Island/02/2021	2021-11-03	USA	4
OM405874	A/Rhode Island/02/2021	2021-11-03	USA	4
OM405882	A/Rhode Island/03/2021	2021-11-03	USA	4
OM405890	A/Rhode Island/03/2021	2021-11-03	USA	4
OM405898	A/Tennessee/01/2021	2021-11-01	USA	4
OM405906	A/Tennessee/02/2021	2021-11-02	USA	4
OM405914	A/Wisconsin/08/2021	2021-11-06	USA	4
OM405922	A/Wisconsin/08/2021	2021-11-06	USA	4
OM405930	A/Wisconsin/09/2021	2021-11-09	USA	4
OM405938	A/Wisconsin/09/2021	2021-11-09	USA	4
OM405946	A/Wisconsin/10/2021	2021-11-10	USA	4
OM405953	A/Wisconsin/10/2021	2021-11-10	USA	4
OM405961	A/Wyoming/01/2021	2021-10-27	USA	4
OM405969	A/Wyoming/02/2021	2021-10-28	USA	4
OM679367	A/South Korea/MDCK/2020	2020-12-14	South Korea	4
OM691432	A/San Diego/886318/2021	2021-10-06	USA	4
OM691440	A/San Diego/886322/2021	2021-10-06	USA	4
OM715222	A/Rhode Island/04/2021	2021-11-13	USA	4
OM715229	A/Tennessee/04/2021	2021-11-15	USA	4
OM715236	A/Florida/11/2021	2021-11-19	USA	4
OM715243	A/North Carolina/06/2021	2021-11-18	USA	4
OM715250	A/New York/07/2021	2021-11-19	USA	4
OM715258	A/Connecticut/02/2021	2021-11-05	USA	4
OM715266	A/Connecticut/03/2021	2021-11-07	USA	4
OM715274	A/Connecticut/04/2021	2021-11-12	USA	4
OM715282	A/Delaware/03/2021	2021-11-03	USA	4
OM715290	A/Delaware/04/2021	2021-11-13	USA	4
OM715298	A/Delaware/05/2021	2021-11-17	USA	4
OM715306	A/District Of Columbia/05/2021	2021-11-17	USA	4
OM715314	A/District Of Columbia/06/2021	2021-11-16	USA	4
OM715322	A/District Of Columbia/07/2021	2021-11-16	USA	4
OM715330	A/Florida/07/2021	2021-11-08	USA	4
OM715338	A/Florida/08/2021	2021-11-12	USA	4
OM715346	A/Florida/09/2021	2021-11-12	USA	4
OM715354	A/Florida/10/2021	2021-11-07	USA	4
OM715362	A/Florida/12/2021	2021-11-21	USA	4
OM715370	A/Georgia/03/2021	2021-11-17	USA	4
OM715378	A/Georgia/04/2021	2021-11-17	USA	4
OM715386	A/Georgia/05/2021	2021-11-23	USA	4
OM715394	A/Illinois/01/2021	2021-11-17	USA	4
OM715402	A/Illinois/02/2021	2021-11-18	USA	4
OM715410	A/Illinois/03/2021	2021-11-18	USA	4
OM715418	A/Indiana/02/2021	2021-11-01	USA	4
OM715426	A/Indiana/03/2021	2021-11-11	USA	4
OM715434	A/Indiana/04/2021	2021-11-23	USA	4
OM715442	A/Indiana/05/2021	2021-11-23	USA	4
OM715450	A/Indiana/06/2021	2021-11-23	USA	4
OM715458	A/Iowa/10/2021	2021-11-16	USA	4
OM715466	A/Iowa/11/2021	2021-11-17	USA	4
OM715474	A/Iowa/12/2021	2021-11-17	USA	4
OM715482	A/Kansas/01/2021	2021-11-15	USA	4
OM715490	A/Maryland/07/2021	2021-11-15	USA	4
OM715498	A/Maryland/08/2021	2021-11-15	USA	4
OM715506	A/Massachusetts/08/2021	2021-11-13	USA	4
OM715514	A/Massachusetts/09/2021	2021-11-16	USA	4
OM715522	A/Massachusetts/10/2021	2021-11-21	USA	4
OM715530	A/Michigan/16/2021	2021-11-10	USA	4
OM715538	A/Michigan/17/2021	2021-11-12	USA	4
OM715546	A/Michigan/18/2021	2021-11-17	USA	4
OM715554	A/Minnesota/03/2021	2021-11-09	USA	4
OM715562	A/Minnesota/04/2021	2021-11-11	USA	4
OM715570	A/Minnesota/05/2021	2021-11-16	USA	4
OM715578	A/Mississippi/01/2021	2021-11-08	USA	4
OM715586	A/Mississippi/02/2021	2021-11-10	USA	4
OM715594	A/Mississippi/03/2021	2021-11-10	USA	4
OM715602	A/Missouri/01/2021	2021-11-20	USA	4
OM715610	A/Missouri/02/2021	2021-11-21	USA	4
OM715618	A/Missouri/03/2021	2021-11-29	USA	4
OM715626	A/Montana/05/2021	2021-11-17	USA	4
OM715634	A/Montana/06/2021	2021-11-22	USA	4
OM715642	A/Montana/07/2021	2021-11-22	USA	4
OM715650	A/Nebraska/02/2021	2021-11-09	USA	4
OM715658	A/Nebraska/03/2021	2021-11-15	USA	4
OM715666	A/Nebraska/04/2021	2021-11-19	USA	4
OM715674	A/New Hampshire/02/2021	2021-11-17	USA	4
OM715682	A/New Hampshire/03/2021	2021-11-18	USA	4
OM715690	A/New Hampshire/04/2021	2021-11-19	USA	4
OM715698	A/New York/05/2021	2021-11-02	USA	4
OM715706	A/New York/06/2021	2021-11-16	USA	4
OM715714	A/North Carolina/05/2021	2021-11-16	USA	4
OM715722	A/North Carolina/07/2021	2021-11-18	USA	4
OM715730	A/North Dakota/01/2021	2021-11-17	USA	4
OM715738	A/North Dakota/02/2021	2021-12-01	USA	4
OM715746	A/North Dakota/03/2021	2021-12-01	USA	4
OM715754	A/Ohio/07/2021	2021-11-17	USA	4
OM715762	A/Ohio/08/2021	2021-11-23	USA	4
OM715770	A/Ohio/09/2021	2021-11-24	USA	4
OM715778	A/Ohio/10/2021	2021-11-26	USA	4
OM715786	A/Ohio/11/2021	2021-11-29	USA	4
OM715794	A/Pennsylvania/06/2021	2021-11-21	USA	4
OM715802	A/Pennsylvania/07/2021	2021-11-26	USA	4
OM715810	A/Pennsylvania/08/2021	2021-11-26	USA	4
OM715818	A/Rhode Island/05/2021	2021-11-16	USA	4
OM715826	A/Rhode Island/06/2021	2021-11-16	USA	4
OM715834	A/Rhode Island/07/2021	2021-11-16	USA	4
OM715842	A/Rhode Island/08/2021	2021-11-16	USA	4
OM715850	A/South Dakota/01/2021	2021-11-19	USA	4
OM715858	A/South Dakota/02/2021	2021-11-24	USA	4
OM715866	A/South Dakota/03/2021	2021-11-25	USA	4
OM715874	A/Tennessee/03/2021	2021-11-15	USA	4
OM715882	A/Tennessee/05/2021	2021-11-15	USA	4
OM715890	A/Tennessee/06/2021	2021-11-15	USA	4
OM715898	A/Tennessee/07/2021	2021-11-15	USA	4
OM715906	A/Tennessee/08/2021	2021-11-15	USA	4
OM715914	A/Texas/03/2021	2021-11-18	USA	4
OM715922	A/Texas/04/2021	2021-11-22	USA	4
OM715930	A/Texas/05/2021	2021-11-23	USA	4
OM715938	A/Wisconsin/11/2021	2021-11-16	USA	4
OM715946	A/Wisconsin/12/2021	2021-11-18	USA	4
OM715954	A/Wisconsin/15/2021	2021-11-27	USA	4
OM715962	A/Wisconsin/16/2021	2021-11-30	USA	4
OM715970	A/Wisconsin/17/2021	2021-12-01	USA	4
OM715978	A/Wyoming/04/2021	2021-11-16	USA	4
OM715986	A/Wyoming/05/2021	2021-11-18	USA	4
OM715994	A/Wyoming/06/2021	2021-11-23	USA	4
OM730357	A/Maryland/02/2021	2021-10-03	USA	4
OM730361	A/Florida/11/2021	2021-11-19	USA	4
OM730368	A/Connecticut/03/2021	2021-11-07	USA	4
OM730375	A/North Carolina/06/2021	2021-11-18	USA	4
OM730382	A/Delaware/06/2021	2021-11-26	USA	4
OM730389	A/Massachusetts/10/2021	2021-11-21	USA	4
OM730396	A/Wyoming/06/2021	2021-11-23	USA	4
OM730403	A/Tennessee/12/2021	2021-11-29	USA	4
OM730410	A/New Hampshire/06/2021	2021-11-30	USA	4
OM730417	A/Missouri/01/2021	2021-11-20	USA	4
OM730425	A/New Hampshire/07/2021	2021-12-02	USA	4
OM730431	A/Montana/10/2021	2021-11-29	USA	4
OM730437	A/Iowa/13/2021	2021-12-03	USA	4
OM730444	A/New York/10/2021	2021-12-08	USA	4
OM730451	A/Delaware/06/2021	2021-11-26	USA	4
OM730458	A/District Of Columbia/08/2021	2021-12-04	USA	4
OM730465	A/New Jersey/03/2021	2021-12-17	USA	4
OM730472	A/Virginia/03/2021	2021-12-01	USA	4
OM730480	A/Connecticut/02/2021	2021-11-05	USA	4
OM730488	A/Connecticut/04/2021	2021-11-12	USA	4
OM730496	A/Delaware/07/2021	2021-11-28	USA	4
OM730504	A/Delaware/07/2021	2021-11-28	USA	4
OM730512	A/Delaware/08/2021	2021-11-30	USA	4
OM730520	A/Delaware/08/2021	2021-11-30	USA	4
OM730528	A/District Of Columbia/06/2021	2021-11-16	USA	4
OM730536	A/District Of Columbia/07/2021	2021-11-16	USA	4
OM730544	A/Florida/10/2021	2021-11-07	USA	4
OM730552	A/Florida/12/2021	2021-11-21	USA	4
OM730560	A/Florida/13/2021	2021-11-21	USA	4
OM730568	A/Florida/13/2021	2021-11-21	USA	4
OM730576	A/Florida/14/2021	2021-11-23	USA	4
OM730584	A/Florida/14/2021	2021-11-23	USA	4
OM730592	A/Florida/15/2021	2021-11-24	USA	4
OM730600	A/Florida/15/2021	2021-11-24	USA	4
OM730608	A/Florida/16/2021	2021-11-28	USA	4
OM730616	A/Florida/17/2021	2021-11-30	USA	4
OM730624	A/Florida/17/2021	2021-11-30	USA	4
OM730632	A/Florida/18/2021	2021-12-02	USA	4
OM730640	A/Florida/18/2021	2021-12-02	USA	4
OM730648	A/Georgia/03/2021	2021-11-17	USA	4
OM730656	A/Georgia/04/2021	2021-11-17	USA	4
OM730664	A/Georgia/05/2021	2021-11-23	USA	4
OM730672	A/Illinois/01/2021	2021-11-17	USA	4
OM730680	A/Illinois/02/2021	2021-11-18	USA	4
OM730688	A/Illinois/03/2021	2021-11-18	USA	4
OM730696	A/Indiana/04/2021	2021-11-23	USA	4
OM730704	A/Indiana/05/2021	2021-11-23	USA	4
OM730712	A/Indiana/06/2021	2021-11-23	USA	4
OM730720	A/Iowa/10/2021	2021-11-16	USA	4
OM730728	A/Iowa/11/2021	2021-11-17	USA	4
OM730736	A/Iowa/12/2021	2021-11-17	USA	4
OM730744	A/Iowa/14/2021	2021-12-05	USA	4
OM730752	A/Iowa/15/2021	2021-12-06	USA	4
OM730760	A/Kansas/01/2021	2021-11-15	USA	4
OM730768	A/Kansas/02/2021	2021-11-30	USA	4
OM730776	A/Kansas/03/2021	2021-11-30	USA	4
OM730784	A/Kansas/04/2021	2021-12-01	USA	4
OM730792	A/Kentucky/01/2021	2021-11-28	USA	4
OM730800	A/Kentucky/02/2021	2021-11-29	USA	4
OM730808	A/Kentucky/03/2021	2021-11-30	USA	4
OM730816	A/Louisiana/01/2021	2021-12-03	USA	4
OM730824	A/Louisiana/02/2021	2021-12-03	USA	4
OM730832	A/Louisiana/03/2021	2021-12-03	USA	4
OM730840	A/Louisiana/04/2021	2021-12-04	USA	4
OM730848	A/Maryland/07/2021	2021-11-15	USA	4
OM730856	A/Maryland/08/2021	2021-11-15	USA	4
OM730864	A/Massachusetts/08/2021	2021-11-13	USA	4
OM730872	A/Massachusetts/09/2021	2021-11-16	USA	4
OM730880	A/Massachusetts/11/2021	2021-11-25	USA	4
OM730888	A/Massachusetts/12/2021	2021-11-25	USA	4
OM730896	A/Massachusetts/13/2021	2021-11-29	USA	4
OM730904	A/Michigan/16/2021	2021-11-10	USA	4
OM730912	A/Michigan/17/2021	2021-11-12	USA	4
OM730920	A/Michigan/18/2021	2021-11-17	USA	4
OM730928	A/Michigan/20/2021	2021-11-21	USA	4
OM730936	A/Michigan/21/2021	2021-11-30	USA	4
OM730944	A/Michigan/22/2021	2021-12-02	USA	4
OM730952	A/Minnesota/03/2021	2021-11-09	USA	4
OM730960	A/Minnesota/04/2021	2021-11-11	USA	4
OM730968	A/Minnesota/05/2021	2021-11-16	USA	4
OM730976	A/Missouri/02/2021	2021-11-21	USA	4
OM730984	A/Missouri/03/2021	2021-11-29	USA	4
OM730992	A/Montana/05/2021	2021-11-17	USA	4
OM731000	A/Montana/06/2021	2021-11-22	USA	4
OM731008	A/Montana/07/2021	2021-11-22	USA	4
OM731016	A/Montana/08/2021	2021-11-25	USA	4
OM731024	A/Montana/09/2021	2021-11-29	USA	4
OM731032	A/Nebraska/02/2021	2021-11-09	USA	4
OM731040	A/Nebraska/03/2021	2021-11-15	USA	4
OM731048	A/Nebraska/04/2021	2021-11-19	USA	4
OM731056	A/Nebraska/05/2021	2021-11-29	USA	4
OM731064	A/Nebraska/06/2021	2021-11-30	USA	4
OM731072	A/Nebraska/07/2021	2021-12-03	USA	4
OM731080	A/New Hampshire/02/2021	2021-11-17	USA	4
OM731088	A/New Hampshire/03/2021	2021-11-18	USA	4
OM731096	A/New Hampshire/04/2021	2021-11-19	USA	4
OM731104	A/New Hampshire/05/2021	2021-11-26	USA	4
OM731112	A/New Jersey/01/2021	2021-11-30	USA	4
OM731120	A/New Jersey/02/2021	2021-12-06	USA	4
OM731128	A/New York/05/2021	2021-11-02	USA	4
OM731136	A/New York/06/2021	2021-11-16	USA	4
OM731144	A/New York/08/2021	2021-10-30	USA	4
OM731152	A/New York/09/2021	2021-12-06	USA	4
OM731160	A/North Carolina/05/2021	2021-11-16	USA	4
OM731168	A/North Carolina/07/2021	2021-11-18	USA	4
OM731176	A/North Carolina/08/2021	2021-12-01	USA	4
OM731184	A/North Carolina/09/2021	2021-12-02	USA	4
OM731192	A/Ohio/07/2021	2021-11-17	USA	4
OM731200	A/Ohio/08/2021	2021-11-23	USA	4
OM731208	A/Ohio/09/2021	2021-11-24	USA	4
OM731216	A/Ohio/11/2021	2021-11-29	USA	4
OM731224	A/Pennsylvania/06/2021	2021-11-21	USA	4
OM731232	A/Pennsylvania/07/2021	2021-11-26	USA	4
OM731240	A/Pennsylvania/08/2021	2021-11-26	USA	4
OM731248	A/Rhode Island/09/2021	2021-11-30	USA	4
OM731256	A/Rhode Island/09/2021	2021-11-30	USA	4
OM731264	A/Rhode Island/10/2021	2021-12-01	USA	4
OM731272	A/Rhode Island/10/2021	2021-12-01	USA	4
OM731280	A/Rhode Island/11/2021	2021-12-02	USA	4
OM731288	A/Rhode Island/11/2021	2021-12-02	USA	4
OM731296	A/South Dakota/01/2021	2021-11-19	USA	4
OM731304	A/South Dakota/02/2021	2021-11-24	USA	4
OM731312	A/South Dakota/03/2021	2021-11-25	USA	4
OM731320	A/Tennessee/03/2021	2021-11-15	USA	4
OM731328	A/Tennessee/05/2021	2021-11-15	USA	4
OM731336	A/Tennessee/06/2021	2021-11-15	USA	4
OM731344	A/Tennessee/07/2021	2021-11-15	USA	4
OM731352	A/Tennessee/08/2021	2021-11-15	USA	4
OM731360	A/Tennessee/09/2021	2021-11-21	USA	4
OM731368	A/Tennessee/10/2021	2021-11-23	USA	4
OM731376	A/Tennessee/11/2021	2021-11-23	USA	4
OM731384	A/Tennessee/13/2021	2021-11-29	USA	4
OM731392	A/Tennessee/14/2021	2021-12-04	USA	4
OM731400	A/Tennessee/15/2021	2021-12-04	USA	4
OM731408	A/Tennessee/16/2021	2021-12-04	USA	4
OM731416	A/Tennessee/17/2021	2021-12-05	USA	4
OM731424	A/Tennessee/18/2021	2021-12-06	USA	4
OM731432	A/Tennessee/19/2021	2021-12-06	USA	4
OM731440	A/Tennessee/20/2021	2021-12-06	USA	4
OM731448	A/Texas/03/2021	2021-11-18	USA	4
OM731456	A/Texas/04/2021	2021-11-22	USA	4
OM731464	A/Texas/05/2021	2021-11-23	USA	4
OM731472	A/Virginia/01/2021	2021-11-22	USA	4
OM731480	A/Virginia/02/2021	2021-11-26	USA	4
OM731488	A/West Virginia/01/2021	2021-11-28	USA	4
OM731496	A/West Virginia/02/2021	2021-11-28	USA	4
OM731504	A/Wisconsin/15/2021	2021-11-27	USA	4
OM731512	A/Wisconsin/16/2021	2021-11-30	USA	4
OM731520	A/Wyoming/04/2021	2021-11-16	USA	4
OM731528	A/Wyoming/05/2021	2021-11-18	USA	4
ON206067	A/Michigan/UOM10042526240/2021	2021-11-04	USA	4
ON206075	A/Michigan/UOM10042606185/2021	2021-11-10	USA	4
ON206083	A/Michigan/UOM10042600526/2021	2021-11-10	USA	4
ON206105	A/Michigan/UOM10042602320/2021	2021-11-10	USA	4
ON206129	A/Michigan/UOM10042600595/2021	2021-11-10	USA	4
ON206145	A/Michigan/UOM10042598604/2021	2021-11-10	USA	4
ON206137	A/Michigan/UOM10042598392/2021	2021-11-10	USA	4
ON206187	A/Michigan/UOM10042600499/2021	2021-11-10	USA	4
ON206237	A/Michigan/UOM10042538508/2021	2021-11-06	USA	4
ON206259	A/Michigan/UOM10042545769/2021	2021-11-07	USA	4
ON206267	A/Michigan/UOM10042531021/2021	2021-11-05	USA	4
ON206275	A/Michigan/UOM10042529663/2021	2021-11-04	USA	4
ON206325	A/Michigan/UOM10042596268/2021	2021-11-10	USA	4
ON206333	A/Michigan/UOM10042540721/2021	2021-11-06	USA	4
ON206390	A/Michigan/UOM10042596089/2021	2021-11-10	USA	4
ON206382	A/Michigan/UOM10042596148/2021	2021-11-10	USA	4
ON206398	A/Michigan/UOM10042597028/2021	2021-11-10	USA	4
ON206427	A/Michigan/UOM10042603301/2021	2021-11-10	USA	4
ON206463	A/Michigan/UOM10042606036/2021	2021-11-10	USA	4
ON206569	A/Michigan/UOM10042602431/2021	2021-11-10	USA	4
ON206601	A/Michigan/UOM10042602338/2021	2021-11-10	USA	4
ON369801	A/Wisconsin/07/2022	2022-02-03	USA	4
ON369808	A/Minnesota/07/2022	2022-01-27	USA	4
ON369816	A/South Dakota/09/2022	2022-02-10	USA	4
ON369822	A/Michigan/10/2022	2022-02-13	USA	4
ON369828	A/District Of Columbia/06/2022	2022-02-10	USA	4
ON369834	A/Rhode Island/09/2022	2022-02-07	USA	4
ON369841	A/Rhode Island/07/2022	2022-01-26	USA	4
ON369849	A/Arizona/06/2022	2022-02-03	USA	4
ON369855	A/California/52/2021	2021-12-20	USA	4
ON369861	A/Texas/11/2021	2021-12-13	USA	4
ON369868	A/West Virginia/05/2022	2022-02-16	USA	4
ON369875	A/Florida/06/2022	2022-02-12	USA	4
ON369882	A/Minnesota/07/2022	2022-01-27	USA	4
ON369889	A/Washington/08/2021	2021-12-17	USA	4
ON369896	A/Wyoming/06/2022	2022-02-09	USA	4
ON369903	A/Idaho/05/2022	2022-02-22	USA	4
ON369910	A/New Mexico/09/2022	2022-02-21	USA	4
ON369917	A/West Virginia/05/2022	2022-02-16	USA	4
ON369925	A/Delaware/12/2022	2022-03-01	USA	4
ON369930	A/Vermont/08/2022	2022-02-24	USA	4
ON369935	A/Alabama/09/2022	2022-02-17	USA	4
ON369943	A/Alabama/09/2022	2022-02-17	USA	4
ON369951	A/Alaska/01/2022	2022-01-21	USA	4
ON369959	A/Alaska/02/2022	2022-01-29	USA	4
ON369967	A/Alaska/03/2022	2022-02-08	USA	4
ON369975	A/Alaska/04/2022	2022-02-08	USA	4
ON369983	A/Arizona/01/2022	2022-01-02	USA	4
ON369991	A/Arizona/02/2022	2022-01-05	USA	4
ON369999	A/Arizona/07/2022	2022-02-03	USA	4
ON370007	A/Arizona/08/2022	2022-02-04	USA	4
ON370015	A/Arizona/10/2022	2022-02-19	USA	4
ON370023	A/Arizona/11/2022	2022-02-20	USA	4
ON370031	A/Arizona/12/2021	2021-12-21	USA	4
ON370039	A/Arizona/13/2021	2021-12-22	USA	4
ON370047	A/Arizona/14/2021	2021-12-22	USA	4
ON370055	A/Arizona/15/2021	2021-12-28	USA	4
ON370063	A/California/01/2022	2022-01-04	USA	4
ON370071	A/California/02/2022	2022-01-06	USA	4
ON370079	A/California/23/2022	2022-01-01	USA	4
ON370087	A/California/24/2022	2022-01-01	USA	4
ON370095	A/California/25/2022	2022-01-02	USA	4
ON370103	A/California/26/2022	2022-01-03	USA	4
ON370111	A/California/27/2021	2021-12-02	USA	4
ON370119	A/California/27/2022	2022-01-05	USA	4
ON370127	A/California/28/2021	2021-12-05	USA	4
ON370135	A/California/28/2022	2022-02-02	USA	4
ON370143	A/California/29/2022	2022-02-09	USA	4
ON370151	A/California/30/2021	2021-12-08	USA	4
ON370159	A/California/31/2021	2021-12-08	USA	4
ON370167	A/California/32/2021	2021-12-09	USA	4
ON370175	A/California/33/2021	2021-12-09	USA	4
ON370183	A/California/34/2021	2021-12-09	USA	4
ON370191	A/California/35/2021	2021-12-10	USA	4
ON370199	A/California/36/2021	2021-12-10	USA	4
ON370207	A/California/37/2021	2021-12-10	USA	4
ON370215	A/California/38/2021	2021-12-12	USA	4
ON370223	A/California/39/2021	2021-12-13	USA	4
ON370231	A/California/40/2021	2021-12-13	USA	4
ON370239	A/California/41/2021	2021-12-14	USA	4
ON370247	A/California/42/2021	2021-12-14	USA	4
ON370255	A/California/43/2021	2021-12-14	USA	4
ON370263	A/California/44/2021	2021-12-14	USA	4
ON370271	A/California/45/2021	2021-12-19	USA	4
ON370279	A/California/46/2021	2021-12-19	USA	4
ON370287	A/California/47/2021	2021-12-20	USA	4
ON370295	A/California/48/2021	2021-12-08	USA	4
ON370303	A/California/49/2021	2021-12-13	USA	4
ON370311	A/California/50/2021	2021-12-16	USA	4
ON370319	A/California/53/2021	2021-12-22	USA	4
ON370327	A/California/54/2021	2021-12-22	USA	4
ON370335	A/California/55/2021	2021-12-22	USA	4
ON370343	A/California/56/2021	2021-12-23	USA	4
ON370351	A/California/57/2021	2021-12-23	USA	4
ON370359	A/California/58/2021	2021-12-23	USA	4
ON370367	A/California/59/2021	2021-12-25	USA	4
ON370375	A/California/60/2021	2021-12-25	USA	4
ON370383	A/California/61/2021	2021-12-25	USA	4
ON370391	A/California/62/2021	2021-12-25	USA	4
ON370399	A/California/63/2021	2021-12-26	USA	4
ON370407	A/California/64/2021	2021-12-27	USA	4
ON370415	A/California/65/2021	2021-12-27	USA	4
ON370423	A/California/66/2021	2021-12-28	USA	4
ON370431	A/California/67/2021	2021-12-28	USA	4
ON370439	A/California/68/2021	2021-12-21	USA	4
ON370447	A/California/69/2021	2021-12-24	USA	4
ON370455	A/California/70/2021	2021-12-27	USA	4
ON370463	A/California/72/2021	2021-12-28	USA	4
ON370474	A/Colorado/03/2022	2022-01-25	USA	4
ON370482	A/Colorado/04/2022	2022-01-26	USA	4
ON370490	A/Colorado/05/2022	2022-01-31	USA	4
ON370498	A/Colorado/06/2022	2022-02-07	USA	4
ON370506	A/Colorado/07/2022	2022-02-07	USA	4
ON370514	A/Colorado/08/2022	2022-02-09	USA	4
ON370519	A/Connecticut/02/2022	2022-02-14	USA	4
ON370527	A/Connecticut/02/2022	2022-02-14	USA	4
ON370535	A/Connecticut/03/2022	2022-02-19	USA	4
ON370543	A/Delaware/07/2022	2022-02-10	USA	4
ON370551	A/Delaware/07/2022	2022-02-10	USA	4
ON370559	A/Delaware/08/2022	2022-02-12	USA	4
ON370567	A/Delaware/08/2022	2022-02-12	USA	4
ON370575	A/Delaware/09/2022	2022-02-15	USA	4
ON370583	A/Delaware/09/2022	2022-02-15	USA	4
ON370591	A/District Of Columbia/03/2022	2022-02-07	USA	4
ON370599	A/District Of Columbia/05/2022	2022-02-10	USA	4
ON370607	A/District Of Columbia/08/2022	2022-02-21	USA	4
ON370615	A/District Of Columbia/09/2022	2022-02-22	USA	4
ON370623	A/District Of Columbia/09/2022	2022-02-22	USA	4
ON370631	A/Florida/05/2022	2022-02-04	USA	4
ON370639	A/Florida/07/2022	2022-02-14	USA	4
ON370647	A/Florida/08/2022	2022-02-14	USA	4
ON370655	A/Hawaii/02/2022	2022-02-10	USA	4
ON370663	A/Hawaii/03/2022	2022-02-23	USA	4
ON370671	A/Hawaii/04/2022	2022-02-24	USA	4
ON370679	A/Idaho/01/2021	2021-12-22	USA	4
ON370687	A/Idaho/02/2021	2021-12-25	USA	4
ON370695	A/Idaho/03/2021	2021-12-25	USA	4
ON370703	A/Idaho/03/2022	2022-02-15	USA	4
ON370711	A/Idaho/04/2022	2022-02-19	USA	4
ON370719	A/Illinois/01/2022	2022-01-25	USA	4
ON370727	A/Illinois/01/2022	2022-01-25	USA	4
ON370735	A/Illinois/02/2022	2022-01-25	USA	4
ON370743	A/Illinois/02/2022	2022-01-25	USA	4
ON370751	A/Illinois/03/2022	2022-01-26	USA	4
ON370759	A/Illinois/03/2022	2022-01-26	USA	4
ON370767	A/Illinois/04/2022	2022-02-08	USA	4
ON370775	A/Illinois/04/2022	2022-02-08	USA	4
ON370783	A/Illinois/05/2022	2022-02-21	USA	4
ON370791	A/Illinois/05/2022	2022-02-21	USA	4
ON370799	A/Indiana/01/2022	2022-02-08	USA	4
ON370807	A/Indiana/01/2022	2022-02-08	USA	4
ON370815	A/Indiana/02/2022	2022-02-21	USA	4
ON370823	A/Indiana/02/2022	2022-02-21	USA	4
ON370831	A/Indiana/03/2022	2022-02-22	USA	4
ON370839	A/Indiana/03/2022	2022-02-22	USA	4
ON370847	A/Iowa/04/2022	2022-01-18	USA	4
ON370855	A/Iowa/04/2022	2022-01-18	USA	4
ON370863	A/Iowa/05/2022	2022-01-19	USA	4
ON370871	A/Iowa/05/2022	2022-01-19	USA	4
ON370879	A/Iowa/06/2022	2022-01-21	USA	4
ON370887	A/Iowa/06/2022	2022-01-21	USA	4
ON370895	A/Iowa/07/2022	2022-02-03	USA	4
ON370903	A/Iowa/07/2022	2022-02-03	USA	4
ON370911	A/Iowa/08/2022	2022-02-04	USA	4
ON370919	A/Iowa/08/2022	2022-02-04	USA	4
ON370927	A/Iowa/09/2022	2022-02-13	USA	4
ON370935	A/Iowa/09/2022	2022-02-13	USA	4
ON370943	A/Kansas/07/2022	2022-01-28	USA	4
ON370951	A/Kansas/07/2022	2022-01-28	USA	4
ON370959	A/Kansas/08/2022	2022-01-31	USA	4
ON370967	A/Kansas/08/2022	2022-01-31	USA	4
ON370975	A/Kansas/09/2022	2022-02-01	USA	4
ON370983	A/Kansas/09/2022	2022-02-01	USA	4
ON370991	A/Kansas/10/2022	2022-02-08	USA	4
ON370999	A/Kansas/10/2022	2022-02-08	USA	4
